year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1817	4.5873e-01	5.3257e-01	5.4102e-01	7.7854e-01	6.3966e-01	4.6703e-01	3.8176e-01	1.6472e-01	1.9463e-01	1.8811e-01	2.2069e+02	4.2712e+02	3.5895e+02	4.1811e+02	1.3497e+02	1.1775e+02	2.8014e+02	2.6179e+02	3.0307e+02	2.4731e+02	
1831	4.5755e-01	5.3178e-01	5.4098e-01	7.7524e-01	6.3787e-01	4.6740e-01	3.8054e-01	1.6294e-01	1.9263e-01	1.8519e-01	2.2003e+02	4.3870e+02	3.8420e+02	4.1570e+02	1.3400e+02	1.1881e+02	2.7702e+02	2.5959e+02	2.9854e+02	2.4307e+02	
1818	4.5893e-01	5.3198e-01	5.4106e-01	7.7853e-01	6.3899e-01	4.6755e-01	3.8244e-01	1.6471e-01	1.9418e-01	1.8808e-01	2.2021e+02	4.2666e+02	3.6293e+02	4.1852e+02	1.3367e+02	1.1804e+02	2.7942e+02	2.6140e+02	3.0204e+02	2.4693e+02	
1835	4.5777e-01	5.3210e-01	5.4098e-01	7.7443e-01	6.3792e-01	4.6842e-01	3.8078e-01	1.6236e-01	1.9120e-01	1.8490e-01	2.1915e+02	4.3975e+02	3.8949e+02	4.1509e+02	1.3422e+02	1.1908e+02	2.7432e+02	2.5880e+02	2.9592e+02	2.4070e+02	
1834	4.5747e-01	5.3161e-01	5.4103e-01	7.7465e-01	6.3765e-01	4.6864e-01	3.7967e-01	1.6243e-01	1.9147e-01	1.8496e-01	2.2061e+02	4.3955e+02	3.8823e+02	4.1543e+02	1.3332e+02	1.1900e+02	2.7908e+02	2.5903e+02	2.9644e+02	2.4106e+02	
1836	4.5702e-01	5.3167e-01	5.4098e-01	7.7403e-01	6.3776e-01	4.6847e-01	3.7862e-01	1.6204e-01	1.9115e-01	1.8460e-01	2.2071e+02	4.4128e+02	3.9063e+02	4.1479e+02	1.3333e+02	1.1919e+02	2.7962e+02	2.5884e+02	2.9610e+02	2.4069e+02	
1832	4.5696e-01	5.3141e-01	5.4091e-01	7.7515e-01	6.3735e-01	4.6810e-01	3.7839e-01	1.6287e-01	1.9227e-01	1.8502e-01	2.2077e+02	4.3811e+02	3.8550e+02	4.1603e+02	1.3314e+02	1.1889e+02	2.7995e+02	2.5945e+02	2.9815e+02	2.4271e+02	
1830	4.5714e-01	5.3124e-01	5.4104e-01	7.7515e-01	6.3762e-01	4.6745e-01	3.7929e-01	1.6279e-01	1.9280e-01	1.8540e-01	2.2008e+02	4.3813e+02	3.8335e+02	4.1623e+02	1.3338e+02	1.1869e+02	2.7730e+02	2.5943e+02	2.9865e+02	2.4309e+02	
1828	4.5786e-01	5.3133e-01	5.4102e-01	7.7584e-01	6.3803e-01	4.6785e-01	3.8081e-01	1.6302e-01	1.9261e-01	1.8610e-01	2.2141e+02	4.3553e+02	3.7976e+02	4.1580e+02	1.3335e+02	1.1892e+02	2.8237e+02	2.5996e+02	2.9787e+02	2.4347e+02	
1821	4.5811e-01	5.3210e-01	5.4106e-01	7.7811e-01	6.4031e-01	4.6765e-01	3.7933e-01	1.6392e-01	1.9396e-01	1.8734e-01	2.1870e+02	4.3144e+02	3.6741e+02	4.1781e+02	1.3488e+02	1.1831e+02	2.7274e+02	2.6077e+02	3.0161e+02	2.4575e+02	
1839	4.5737e-01	5.3205e-01	5.4118e-01	7.7279e-01	6.3798e-01	4.6825e-01	3.8001e-01	1.6208e-01	1.9115e-01	1.8377e-01	2.2002e+02	4.4280e+02	3.9371e+02	4.1354e+02	1.3367e+02	1.1917e+02	2.7675e+02	2.5898e+02	2.9678e+02	2.3997e+02	
1838	4.5690e-01	5.3174e-01	5.4109e-01	7.7334e-01	6.3767e-01	4.6822e-01	3.7862e-01	1.6197e-01	1.9137e-01	1.8387e-01	2.2080e+02	4.4132e+02	3.9284e+02	4.1500e+02	1.3321e+02	1.1893e+02	2.7964e+02	2.5887e+02	2.9672e+02	2.4031e+02	
1826	4.5804e-01	5.3134e-01	5.4087e-01	7.7696e-01	6.3858e-01	4.6807e-01	3.8034e-01	1.6352e-01	1.9286e-01	1.8644e-01	2.2082e+02	4.3401e+02	3.7683e+02	4.1724e+02	1.3335e+02	1.1866e+02	2.8065e+02	2.6018e+02	2.9840e+02	2.4398e+02	
1824	4.5801e-01	5.3142e-01	5.4089e-01	7.7764e-01	6.3984e-01	4.6797e-01	3.7931e-01	1.6374e-01	1.9358e-01	1.8654e-01	2.2053e+02	4.3350e+02	3.7334e+02	4.1806e+02	1.3384e+02	1.1831e+02	2.7926e+02	2.6030e+02	3.0021e+02	2.4531e+02	
1823	4.5811e-01	5.3191e-01	5.4090e-01	7.7784e-01	6.4032e-01	4.6767e-01	3.7952e-01	1.6376e-01	1.9383e-01	1.8676e-01	2.1979e+02	4.3246e+02	3.7092e+02	4.1735e+02	1.3476e+02	1.1821e+02	2.7649e+02	2.6062e+02	3.0144e+02	2.4582e+02	
